State,County,Latitude,Longitude,Cluster_Groups,Cluster_Names
washington,snohomish,47.8984,-122.2099,1,cluster_group_1
washington,spokane,47.65845,-117.38545,1,cluster_group_1
washington,stevens,48.2235,-117.894,2,cluster_group_2
washington,thurston,47.0122,-122.878,1,cluster_group_1
washington,wahkiakum,46.2902,-123.51745,3,cluster_group_3
washington,walla walla,46.1113,-118.41945,1,cluster_group_1
washington,whatcom,48.88445,-122.4597,1,cluster_group_1
washington,whitman,46.9673,-117.30395,2,cluster_group_2
washington,yakima,46.5037,-120.5081,1,cluster_group_1
west virginia,barbour,39.1172,-80.0009,2,cluster_group_2
west virginia,berkeley,39.4351,-78.01245,1,cluster_group_1
west virginia,boone,38.0523,-81.715,2,cluster_group_2
west virginia,braxton,38.7618,-80.6832,2,cluster_group_2
west virginia,brooke,40.2719,-80.5916,1,cluster_group_1
west virginia,cabell,38.4234,-82.4392,2,cluster_group_2
west virginia,calhoun,38.8642,-81.104,2,cluster_group_2
west virginia,clay,38.4693,-81.11295,2,cluster_group_2
west virginia,doddridge,39.28445,-80.74515,3,cluster_group_3
west virginia,fayette,38.0682,-81.16515,2,cluster_group_2
west virginia,gilmer,38.87835,-80.85185,2,cluster_group_2
west virginia,grant,39.2276,-79.2324,2,cluster_group_2
west virginia,greenbrier,37.8804,-80.5587,2,cluster_group_2
west virginia,hampshire,39.2815,-78.5689,2,cluster_group_2
west virginia,hancock,40.6057,-80.5658,2,cluster_group_2
west virginia,hardy,39.04915,-78.9075,2,cluster_group_2
west virginia,harrison,39.28715,-80.3426,1,cluster_group_1
west virginia,jackson,38.8058,-81.704,2,cluster_group_2
west virginia,jefferson,39.3074,-77.8339,1,cluster_group_1
west virginia,kanawha,38.3495,-81.632,1,cluster_group_1
west virginia,lewis,38.9805,-80.4851,2,cluster_group_2
west virginia,lincoln,38.217,-82.074,2,cluster_group_2
west virginia,logan,37.8473,-81.9624,2,cluster_group_2
west virginia,mcdowell,37.39545,-81.6319,2,cluster_group_2
west virginia,marion,39.5036,-80.2093,1,cluster_group_1
west virginia,marshall,39.93455,-80.72645,1,cluster_group_1
west virginia,mason,38.8171,-82.0428,2,cluster_group_2
west virginia,mercer,37.39875,-81.1842,2,cluster_group_2
west virginia,mineral,39.45575,-78.94875,2,cluster_group_2
west virginia,mingo,37.6695,-82.1481,2,cluster_group_2
west virginia,monongalia,39.6535,-79.9849,1,cluster_group_1
west virginia,monroe,37.5624,-80.5804,2,cluster_group_2
west virginia,morgan,39.5747,-78.2831,2,cluster_group_2
west virginia,nicholas,38.2417,-80.8252,2,cluster_group_2
west virginia,ohio,40.0863,-80.59325,1,cluster_group_1
west virginia,pendleton,38.68055,-79.34395,3,cluster_group_3
west virginia,pleasants,39.37875,-81.22245,3,cluster_group_3
west virginia,pocahontas,38.3904,-79.9503,3,cluster_group_3
west virginia,preston,39.46875,-79.73095,2,cluster_group_2
west virginia,putnam,38.52305,-81.90795,1,cluster_group_1
west virginia,raleigh,37.7788,-81.2337,2,cluster_group_2
west virginia,randolph,38.7985,-79.9324,2,cluster_group_2
west virginia,ritchie,39.1867,-81.05235,2,cluster_group_2
west virginia,roane,38.6442,-81.299,2,cluster_group_2
west virginia,summers,37.6575,-80.8868,2,cluster_group_2
west virginia,taylor,39.2726,-80.0888,3,cluster_group_3
west virginia,tucker,39.0892,-79.6074,3,cluster_group_3
west virginia,tyler,39.4752,-80.86805,2,cluster_group_2
west virginia,upshur,38.8911,-80.29735,2,cluster_group_2
west virginia,wayne,38.1739,-82.4614,2,cluster_group_2
west virginia,webster,38.4906,-80.4548,2,cluster_group_2
west virginia,wetzel,39.5864,-80.5677,2,cluster_group_2
west virginia,wirt,39.00655,-81.333,3,cluster_group_3
west virginia,wood,39.238,-81.52985,2,cluster_group_2
west virginia,wyoming,37.59915,-81.53235,2,cluster_group_2
wisconsin,adams,43.9611,-89.8229,2,cluster_group_2
wisconsin,ashland,46.3808,-90.697,2,cluster_group_2
wisconsin,barron,45.4156,-91.862,1,cluster_group_1
wisconsin,bayfield,46.5646,-91.1107,3,cluster_group_3
wisconsin,brown,44.5014,-88.0501,1,cluster_group_1
wisconsin,buffalo,44.4174,-91.7621,3,cluster_group_3
wisconsin,burnett,45.8091,-92.3078,2,cluster_group_2
wisconsin,calumet,44.1206,-88.1419,1,cluster_group_1
wisconsin,chippewa,45.016,-91.2166,1,cluster_group_1
wisconsin,clark,44.8483,-90.4857,3,cluster_group_3
wisconsin,columbia,43.4368,-89.2356,1,cluster_group_1
wisconsin,crawford,43.2654,-90.9286,3,cluster_group_3
wisconsin,dane,43.0762,-89.382,1,cluster_group_1
wisconsin,dodge,43.40265,-88.66745,1,cluster_group_1
wisconsin,door,45.0646,-87.2277,1,cluster_group_1
wisconsin,douglas,46.5146,-91.7627,1,cluster_group_1
wisconsin,dunn,44.9777,-91.9091,1,cluster_group_1
wisconsin,eau claire,44.77325,-91.45995,1,cluster_group_1
wisconsin,florence,45.8933,-88.3662,3,cluster_group_3
wisconsin,fond du lac,43.7784,-88.4507,1,cluster_group_1
wisconsin,forest,45.55635,-88.77115,3,cluster_group_3
wisconsin,grant,42.8548,-90.68105,1,cluster_group_1
wisconsin,green,42.66485,-89.5557,1,cluster_group_1
wisconsin,green lake,43.7485,-89.1277,3,cluster_group_3
wisconsin,iowa,42.975,-90.1721,1,cluster_group_1
wisconsin,iron,46.4156,-90.2575,3,cluster_group_3
wisconsin,jackson,44.3078,-90.9471,2,cluster_group_2
wisconsin,jefferson,43.0463,-88.74955,1,cluster_group_1
wisconsin,juneau,43.8359,-90.2498,2,cluster_group_2
wisconsin,kenosha,42.5535,-88.0789,1,cluster_group_1
wisconsin,kewaunee,44.56915,-87.57945,1,cluster_group_1
wisconsin,la crosse,43.8927,-91.2197,1,cluster_group_1
wisconsin,lafayette,42.649,-90.0215,3,cluster_group_3
wisconsin,langlade,45.1992,-89.0149,2,cluster_group_2
wisconsin,lincoln,45.41105,-89.7084,1,cluster_group_1
wisconsin,manitowoc,44.1276,-87.7851,1,cluster_group_1
wisconsin,marathon,44.9109,-89.6288,1,cluster_group_1
wisconsin,marinette,45.3766,-88.0122,1,cluster_group_1
wisconsin,marquette,43.7857,-89.4967,3,cluster_group_3
wisconsin,menominee,44.94235,-88.71995,0,cluster_group_0
wisconsin,milwaukee,43.0385,-87.94565,1,cluster_group_1
wisconsin,monroe,43.9545,-90.5047,1,cluster_group_1
wisconsin,oconto,44.91,-88.16,1,cluster_group_1
wisconsin,oneida,45.75545,-89.55685,1,cluster_group_1
wisconsin,outagamie,44.2936,-88.396,1,cluster_group_1
wisconsin,ozaukee,43.35575,-87.9551,1,cluster_group_1
wisconsin,pepin,44.56725,-92.1011,3,cluster_group_3
wisconsin,pierce,44.73445,-92.43775,1,cluster_group_1
wisconsin,polk,45.443,-92.4836,1,cluster_group_1
wisconsin,portage,44.50665,-89.4656,1,cluster_group_1
wisconsin,price,45.5449,-90.4052,3,cluster_group_3
wisconsin,racine,42.72715,-87.8906,1,cluster_group_1
wisconsin,richland,43.2595,-90.2926,3,cluster_group_3
wisconsin,rock,42.6765,-89.0379,1,cluster_group_1
wisconsin,rusk,45.4616,-91.0226,2,cluster_group_2
wisconsin,st. croix,44.9811,-92.4461,1,cluster_group_1
wisconsin,sauk,43.43375,-89.9638,1,cluster_group_1
wisconsin,sawyer,45.8434,-91.2288,2,cluster_group_2
wisconsin,shawano,44.7899,-88.8609,1,cluster_group_1
wisconsin,sheboygan,43.73325,-87.88545,1,cluster_group_1
wisconsin,taylor,45.16805,-90.32865,3,cluster_group_3
wisconsin,trempealeau,44.2941,-91.3591,1,cluster_group_1
wisconsin,vernon,43.6003,-90.8816,3,cluster_group_3
wisconsin,vilas,46.04485,-89.5065,2,cluster_group_2
wisconsin,walworth,42.59715,-88.51165,1,cluster_group_1
wisconsin,washburn,45.8478,-91.8694,2,cluster_group_2
wisconsin,washington,43.32585,-88.20105,1,cluster_group_1
wisconsin,waukesha,43.0505,-88.2627,1,cluster_group_1
wisconsin,waupaca,44.4655,-88.9339,1,cluster_group_1
wisconsin,waushara,44.1322,-89.1976,3,cluster_group_3
wisconsin,winnebago,44.0378,-88.5636,1,cluster_group_1
wisconsin,wood,44.492,-89.9896,1,cluster_group_1
wyoming,albany,41.3117,-105.6107,2,cluster_group_2
wyoming,big horn,44.5057,-108.3913,3,cluster_group_3
wyoming,campbell,44.3086,-105.5045,1,cluster_group_1
wyoming,carbon,41.72415,-106.82675,3,cluster_group_3
wyoming,converse,42.8093,-105.1969,3,cluster_group_3
wyoming,crook,44.5511,-104.4383,3,cluster_group_3
wyoming,fremont,43.0404,-108.5833,1,cluster_group_1
wyoming,goshen,42.0182,-104.2825,3,cluster_group_3
wyoming,hot springs,43.73085,-108.20275,3,cluster_group_3
wyoming,johnson,44.03315,-106.6726,3,cluster_group_3
wyoming,laramie,41.16655,-104.79245,1,cluster_group_1
wyoming,lincoln,42.7058,-110.93475,3,cluster_group_3
wyoming,natrona,42.8675,-106.35005,1,cluster_group_1
wyoming,niobrara,42.7674,-104.6112,3,cluster_group_3
wyoming,park,44.516,-108.8707,1,cluster_group_1
wyoming,platte,42.3288,-104.8152,3,cluster_group_3
wyoming,sheridan,44.77855,-106.9782,3,cluster_group_3
wyoming,sublette,42.9298,-110.0462,3,cluster_group_3
wyoming,sweetwater,41.5919,-109.2567,1,cluster_group_1
wyoming,teton,43.60595,-110.8029,1,cluster_group_1
wyoming,uinta,41.2689,-110.3881,1,cluster_group_1
wyoming,washakie,44.02105,-107.698,3,cluster_group_3
wyoming,weston,44.04485,-104.31335,3,cluster_group_3
puerto rico,adjuntas,18.1638,-66.7228,0,cluster_group_0
puerto rico,aguada,18.3826,-67.1842,0,cluster_group_0
puerto rico,aguadilla,18.44735,-67.14375,0,cluster_group_0
puerto rico,aguas buenas,18.2616,-66.1026,0,cluster_group_0
puerto rico,aibonito,18.1448,-66.2511,0,cluster_group_0
puerto rico,arecibo,18.45835,-66.6749,0,cluster_group_0
puerto rico,arroyo,17.9742,-66.0585,0,cluster_group_0
puerto rico,barceloneta,18.4393,-66.5438,0,cluster_group_0
puerto rico,barranquitas,18.1861,-66.3088,0,cluster_group_0
puerto rico,cabo rojo,18.05255,-67.13915,0,cluster_group_0
puerto rico,caguas,18.2316,-66.0387,0,cluster_group_0
puerto rico,camuy,18.3648,-66.9218,0,cluster_group_0
puerto rico,carolina,18.40305,-65.97625,0,cluster_group_0
puerto rico,cayey,18.1147,-66.1613,0,cluster_group_0
puerto rico,ceiba,18.25655,-65.6421,0,cluster_group_0
puerto rico,ciales,18.3178,-66.4716,0,cluster_group_0
puerto rico,cidra,18.173,-66.1529,0,cluster_group_0
puerto rico,coamo,18.0762,-66.3627,0,cluster_group_0
puerto rico,corozal,18.3386,-66.3203,0,cluster_group_0
puerto rico,culebra,18.3135,-65.2916,0,cluster_group_0
puerto rico,dorado,18.4507,-66.2789,0,cluster_group_0
puerto rico,fajardo,18.33105,-65.64565,0,cluster_group_0
puerto rico,florida,18.3618,-66.5624,0,cluster_group_0
puerto rico,guayama,17.98155,-66.1161,0,cluster_group_0
puerto rico,guayanilla,18.021,-66.7922,0,cluster_group_0
puerto rico,guaynabo,18.3839,-66.11075,0,cluster_group_0
puerto rico,gurabo,18.2494,-65.9789,0,cluster_group_0
puerto rico,hatillo,18.482,-66.8085,0,cluster_group_0
puerto rico,hormigueros,18.1399,-67.1203,0,cluster_group_0
puerto rico,humacao,18.15595,-65.8251,0,cluster_group_0
puerto rico,isabela,18.4895,-67.0213,0,cluster_group_0
puerto rico,jayuya,18.2188,-66.5937,0,cluster_group_0
puerto rico,juncos,18.2281,-65.9269,0,cluster_group_0
puerto rico,lajas,18.0467,-67.0596,0,cluster_group_0
puerto rico,lares,18.2548,-66.87425,0,cluster_group_0
puerto rico,las piedras,18.186,-65.884,0,cluster_group_0
puerto rico,luquillo,18.3733,-65.7234,0,cluster_group_0
puerto rico,maricao,18.1813,-66.9801,0,cluster_group_0
puerto rico,maunabo,18.0075,-65.8987,0,cluster_group_0
puerto rico,moca,18.3943,-67.1139,0,cluster_group_0
puerto rico,morovis,18.3387,-66.4075,0,cluster_group_0
puerto rico,naguabo,18.21405,-65.76155,0,cluster_group_0
puerto rico,naranjito,18.3009,-66.2439,0,cluster_group_0
puerto rico,orocovis,18.2297,-66.3921,0,cluster_group_0
puerto rico,patillas,18.0057,-66.0108,0,cluster_group_0
puerto rico,ponce,18.021,-66.61455,0,cluster_group_0
puerto rico,quebradillas,18.4723,-66.9375,0,cluster_group_0
puerto rico,sabana grande,18.0731,-66.9574,0,cluster_group_0
puerto rico,salinas,17.9758,-66.2566,0,cluster_group_0
puerto rico,san juan,18.4215,-66.0635,0,cluster_group_0
puerto rico,san lorenzo,18.1936,-65.9673,0,cluster_group_0
puerto rico,santa isabel,17.9701,-66.4005,0,cluster_group_0
puerto rico,toa alta,18.38775,-66.2405,0,cluster_group_0
puerto rico,toa baja,18.41955,-66.2048,0,cluster_group_0
puerto rico,trujillo alto,18.363,-66.0063,0,cluster_group_0
puerto rico,utuado,18.28105,-66.76285,0,cluster_group_0
puerto rico,vega alta,18.422,-66.3282,0,cluster_group_0
puerto rico,vega baja,18.4463,-66.3981,0,cluster_group_0
puerto rico,vieques,18.145,-65.4455,0,cluster_group_0
puerto rico,villalba,18.1269,-66.4923,0,cluster_group_0
puerto rico,yabucoa,18.0536,-65.8721,0,cluster_group_0
puerto rico,yauco,18.0288,-66.8572,0,cluster_group_0
